,ID,Country,Date,Amount,Controller_Processor,Quoted_Art,Type
674,ETid-1368,ITALY,2022-06-09,"10,000",Cribis Credit Management s.r.l.,"Art. 5 (1) a), c) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
675,ETid-1367,SPAIN,2022-07-07,"1,800",FINCAS ARENYS SL,Art. 13 GDPR,Insufficient fulfilment of information obligations
676,ETid-1366,SPAIN,2022-07-12,800,"SMART ELECTRIC SOLUTIONS, S.L.","Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
677,ETid-1365,SPAIN,2022-08-22,600,Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
678,ETid-1364,SPAIN,2022-08-22,900,"UNONO NET 3.0, S.L.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
679,ETid-1363,GREECE,2022-07-19,"20,000",DO VALUE GREECE LOANS & CREDITS CLAIM MANAGEMENT S.A.,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR, Art. 12 (2) GDPR",Insufficient fulfilment of data subjects rights
680,ETid-1362,GREECE,2022-08-03,"30,000",Private Polyclinic and Diagnostic Centre of Pyle Axiou,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
681,ETid-1361,FRANCE,2022-08-19,"600,000",ACCOR SA,"Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 21 GDPR, Art. 32 GDPR, L. 34-5 CPCE",Insufficient fulfilment of data subjects rights
682,ETid-1360,SLOVAKIA,2021,"40,000",Unknown,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 28 GDPR",Non-compliance with general data processing principles
683,ETid-1359,SLOVAKIA,2021,100,Unknown,Unknown,Unknown
684,ETid-1358,SLOVAKIA,2021,500,Unknown,Art. 31 GDPR,Insufficient cooperation with supervisory authority
685,ETid-1357,SPAIN,2022-07-12,"1,600","JOYPAZAR, S.A.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
686,ETid-1356,SPAIN,2022-07-12,"6,000",FREE SUN ENERGY S.L.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
687,ETid-1355,SPAIN,2022-07-15,"3,600","ECOZONO Y CULTURA, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
688,ETid-1354,ITALY,2021-04-29,"2,000",Santa Ninfa municipality,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) Art. 6 (2) GDPR, Art. 6 (3) b) GDPR GDPR, Art. 2-ter (1), (3) Codice della privacy",Insufficient legal basis for data processing
689,ETid-1353,ITALY,2021-09-16,"1,000",Farpa s.r.l.,"Art. 5 (1) a) GDPR, Art. 13 GDPR, Art. 88 GDPR, Art. 114 Codice della privacy",Non-compliance with general data processing principles
690,ETid-1352,ISLE OF MAN,2022-07-13,"202,000",Manx Care Ltd,"Art. 5 (1) c), f) GDPR, Art. 5 (2) GDPR, Art. 24 GDPR, Art. 25 GDPR, Art. 32 GDPR, Art. 34 GDPR, Art. 58 GDPR",Non-compliance with general data processing principles
691,ETid-1351,SPAIN,2022-08-16,"5,000","RODALI GESTIÓN INMOBILIARIA, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations
692,ETid-1350,GERMANY,2021,Unknown,Political organization,Unknown,Unknown
693,ETid-1349,GERMANY,2021,Unknown,Restaurant,"Art. 24 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
694,ETid-1348,GERMANY,2021,Unknown,Bank employee,Unknown,Insufficient legal basis for data processing
695,ETid-1347,GERMANY,2021,Unknown,Unknown,Unknown,Unknown
696,ETid-1346,GERMANY,2021,Unknown,Physician,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
697,ETid-1345,GERMANY,2021,Unknown,Physician,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
698,ETid-1344,GERMANY,2021,Unknown,Gym owner,Unknown,Unknown
699,ETid-1343,GERMANY,2021,Unknown,Private individual,Unknown,Unknown
700,ETid-1342,GERMANY,2021,Unknown,Private individual,Unknown,Unknown
701,ETid-1341,SPAIN,2022-08-12,180,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
702,ETid-1340,GERMANY,2021,Unknown,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
703,ETid-1339,GERMANY,2021,"Fine amount between EUR 100 and EUR 1,000",Private individual,Art. 6 GDPR,Insufficient legal basis for data processing
704,ETid-1338,GERMANY,2021,Unknown,Unknown,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
705,ETid-1337,GERMANY,2021,Unknown,Unknown,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
706,ETid-1336,GERMANY,2021,Unknown,Company,"Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
707,ETid-1335,GERMANY,2021,"16,000",Electronics store,"Art. 5 (1) c) GDPR, Art. 17 GDPR, Art. 35 (3) GDPR",Non-compliance with general data processing principles
708,ETid-1334,SPAIN,2022-08-05,"9,000","Prodesspa Decoratius i Pintures , S.L.",Art. 6 GDPR,Insufficient legal basis for data processing
709,ETid-1333,SPAIN,2022-08-03,600,Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
710,ETid-1332,SPAIN,2022-08-08,600,Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
711,ETid-1331,ROMANIA,2022-08-09,"1,000",Wabag Water Services SRL,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
712,ETid-1330,DENMARK,2022-08-11,"6,700",Lolland municipiality,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
713,ETid-1329,SPAIN,2022-08-08,600,Restaurant owner,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
714,ETid-1328,ROMANIA,2022-08-09,"7,000",CDI Transport Intern și Internațional SRL,"Art. 12 (1) GDPR, Art. 58 (1) a), e) GDPR",Insufficient fulfilment of data subjects rights
715,ETid-1327,ITALY,2021-05-13,"20,000",Synlab Med srl,"Art. 5 (1) a), c) GDPR, Art. 9 GDPR, Art. 2-ter Codice della privacy",Non-compliance with general data processing principles
716,ETid-1326,ITALY,2022-08-01,"26,000",Policoro municipality,"Art. 5 (1) a), e) GDPR, Art. 5 (2) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 38 (6) GDPR",Non-compliance with general data processing principles
717,ETid-1325,SPAIN,2022-08-01,"9,600","LAST LAP, S.L.","Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
718,ETid-1324,SPAIN,2022-07-29,"3,000","ESTUDIOS EUROPEOS DE POSTGRADO Y EMPRESA, S.L.","Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security
719,ETid-1323,SPAIN,2022-08-04,"2,000",JAÉN SENTIDO Y COMÚN,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security
720,ETid-1322,ROMANIA,2022-08-04,"2,000",Sephora Cosmetics România SA,Art. 21 GDPR,Insufficient fulfilment of data subjects rights
721,ETid-1321,NORWAY,2022-08-02,"30,200",Krokatjønnvegen 15 AS,Art. 6 GDPR,Insufficient legal basis for data processing
722,ETid-1320,SPAIN,2022-08-02,"42,000",Banco Bilbao Vizcaya Argentaria S.L.,Art. 6 GDPR,Insufficient legal basis for data processing
723,ETid-1319,SPAIN,2022-08-01,600,Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
724,ETid-1318,FRANCE,2022-07-07,"175,000",UBEEQO INTERNATIONAL,"Art. 5 (1) c), e) GDPR, Art. 12 GDPR",Non-compliance with general data processing principles
725,ETid-1317,POLAND,2022-07-06,"2,120",University Hospital of the Medical University of Warsaw,"Art. 33 GDPR, Art. 34 GDPR",Insufficient fulfilment of data breach notification obligations
726,ETid-1316,ITALY,2021-09-29,"11,000",Territorial Administration of the Government of Genoa,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) Art. 6 (2) GDPR, Art. 6 (3) b) GDPR GDPR, Art. 2-ter (1), (3) Codice della privacy",Insufficient legal basis for data processing
727,ETid-1315,SPAIN,2022-07-26,800,"EFS MANTENIMIENTO Y SERVICIOS TÉCNICOS, S.L.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
728,ETid-1314,SPAIN,2022-07-26,"2,500",Homeowners Association,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
729,ETid-1313,GERMANY,2022-07-28,"900,000",Hannoversche Volksbank,Art. 6 (1) GDPR,Insufficient legal basis for data processing
730,ETid-1312,SPAIN,2022-07-26,"15,000","TELEFÓNICA MÓVILES ESPAÑA, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
731,ETid-1311,SPAIN,2022-07-27,300,Private Person,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
732,ETid-1310,LUXEMBOURG,2022-06-30,"1,000",Company,"Art. 5 (1) a) GDPR, Art. 12 (1), (7) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
733,ETid-1309,LUXEMBOURG,2022-06-30,"1,000",Company,"Art. 5 (1) a) GDPR, Art. 12 (1), (7) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
734,ETid-1308,SPAIN,2022-07-22,500,CINCON S.C.,Art. 13 (2) GDPR,Insufficient fulfilment of information obligations
735,ETid-1307,LUXEMBOURG,2022-06-30,"1,400",Company,"Art. 5 (1) e) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
736,ETid-1306,LUXEMBOURG,2022-06-22,"3,000",Company,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
737,ETid-1305,GERMANY,2022-07-26,"1,100,000",Volkswagen,"Art. 13 GDPR, Art. 28 GDPR, Art. 30 GDPR, Art. 35 GDPR",Insufficient fulfilment of information obligations
738,ETid-1304,SPAIN,2022-07-22,"40,000","ESVETEL, S.L.","Art. 28 GDPR, Art. 48 (1) b) LGT",Insufficient fulfilment of data subjects rights
739,ETid-1303,GERMANY,2021,"10,100",Car trading group,Unknown,Insufficient legal basis for data processing
740,ETid-1302,GERMANY,2021,"12,500",Energy supplier,Unknown,Unknown
741,ETid-1301,GERMANY,2021,"12,500",Energy supplier,Unknown,Unknown
742,ETid-1300,GERMANY,2021,"5,000",Private individual,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing
743,ETid-1299,ITALY,2022-05-22,"12,000",Comune di Napoli Corpo di Polizia Municipale,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 88 GDPR, Art. 113 Codice della privacy",Insufficient legal basis for data processing
744,ETid-1298,ITALY,2022-05-26,"50,000",Azienda sanitaria universitaria Friuli Occidentale,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
745,ETid-1297,ITALY,2022-05-26,"70,000",Azienda sanitaria universitaria Friuli Centrale,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
746,ETid-1296,ITALY,2022-05-12,"2,000",Singh Market,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
747,ETid-1295,ITALY,2022-05-26,"4,000",Università Agraria di Nettuno,"Art. 5 GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing
748,ETid-1294,ITALY,2022-05-26,"16,000",Region of Tuscany,"Art. 5 (1) c) GDPR, Art. 6 (1) c) GDPR, Art. 6 (2) GDPR, Art. 6 (3) b) GDPR, Art. 2-ter (1), (3) Codice della privacy",Insufficient legal basis for data processing
749,ETid-1293,CROATIA,2022-07-21,"285,000",Telecommunications company,"Art. 25 (1) GDPR, Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security
750,ETid-1292,CROATIA,2022-07-21,"4,000",Car dealership,Art. 27 (1) Zakona o provedbi Opće uredbe o zaštiti podataka,Insufficient fulfilment of information obligations
751,ETid-1291,ITALY,2021-03-25,"6,000",Convitto Nazionale Statale 'Giordano Bruno' di Maddaloni (boarding school),"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 2-ter (1), (3) Codice della privacy",Insufficient legal basis for data processing
752,ETid-1290,ITALY,2022-05-12,"6,000",Villabate municipality,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 37 (1) a) GDPR, Art. 37 (7) GDPR, Art. 38 (6) GDPR",Non-compliance with general data processing principles
753,ETid-1289,ITALY,2022-05-26,"10,000",Afragola municipality,"Art. 5 (1) a), c) GDPR, Art. 12 (3), (4) GDPR, Art. 2-ter Codice della privacy",Non-compliance with general data processing principles
754,ETid-1288,SPAIN,2022-07-18,"56,000","BANKINTER, S.A.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
755,ETid-1287,SPAIN,2022-07-19,"4,000",Bookstore employee,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
756,ETid-1286,SPAIN,2022-07-19,"2,000",Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
757,ETid-1285,SPAIN,2022-07-19,"5,000",Bar owner,Art. 5 (1) b) GDPR,Non-compliance with general data processing principles
758,ETid-1284,SPAIN,2022-07-19,600,Private individual,Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority
759,ETid-1283,SPAIN,2022-07-13,"132,000","DKV Seguros y Reaseguros, S.A.E.","Art. 5 (1) f) GDPR, Art. 32 GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security
760,ETid-1282,GERMANY,2021,Fine in six-digit amount,Company,Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security
761,ETid-1281,GERMANY,2021,Unknown,Police department,§ 32 Absatz 1 BbgDSG,Insufficient legal basis for data processing
762,ETid-1280,GERMANY,2021,Unknown,Police department,§ 32 Absatz 1 BbgDSG,Insufficient legal basis for data processing
763,ETid-1279,GERMANY,2021,Unknown,Police department,§ 32 Absatz 1 BbgDSG,Insufficient legal basis for data processing
764,ETid-1278,ITALY,2021-01-27,"10,000",City of Rome (Roma capitale),"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) Art. 6 (2) GDPR, Art. 6 (3) b) GDPR GDPR, Art. 2-ter (1), (3) Codice della privacy",Insufficient legal basis for data processing
765,ETid-1277,GERMANY,2021,Fine in four-digit amount,Physician,Art. 6 GDPR,Insufficient legal basis for data processing
766,ETid-1276,GERMANY,2021,Fine in three-digit amount,Private individual,Art. 6 GDPR,Insufficient legal basis for data processing
767,ETid-1275,GERMANY,2021,Fine in three-digit amount,Private individual,Art. 6 GDPR,Insufficient legal basis for data processing
768,ETid-1274,ITALY,2022-05-22,"7,000",Azienda Socio Sanitaria Territoriale Dei Sette Laghi,"Art. 5 (1) f) GDPR, Art. 9 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
769,ETid-1273,CYPRUS,2022,"5,000",Cyprus Judo Federation,Art. 31 GDPR,Insufficient cooperation with supervisory authority
770,ETid-1272,SPAIN,2022-07-01,300,Private Individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
771,ETid-1271,ITALY,2022-05-26,"2,000",Turkish City,Art. 13 GDPR,Insufficient fulfilment of information obligations
772,ETid-1270,DENMARK,2022-07-14,"67,200",SIRIUS (law firm),Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
773,ETid-1269,POLAND,2022-07-06,"12,450",Głównego Geodetę Kraju,"Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient fulfilment of data breach notification obligations
774,ETid-1268,GREECE,2022-07-13,"20,000,000",Clearview Al Inc.,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 27 GDPR",Non-compliance with general data processing principles
775,ETid-1267,CYPRUS,2022,"1,500",Physician,Art. 31 GDPR,Insufficient cooperation with supervisory authority
776,ETid-1266,CYPRUS,2022-02-04,"10,000",Εκδοτικού Οίκου Δίας,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
777,ETid-1265,CYPRUS,2022,"2,000",Oroklini Municipal Council,Art. 31 GDPR,Insufficient cooperation with supervisory authority
778,ETid-1264,ITALY,2022-05-12,"20,000",Bazar di Hu Xiaoyan,"Art. 5 GDPR, Art. 13 GDPR, Art. 114 Codice della privacy",Insufficient fulfilment of information obligations
779,ETid-1263,FRANCE,2022-06-23,"1,000,000",TotalEnergies Electricité et Gaz France,"Art. 14 GDPR, Art. 15 GDPR, Art. 21 GDPR",Insufficient fulfilment of data subjects rights
780,ETid-1262,SPAIN,2022-07-06,"3,000",ASOCIACIÓN DE AFICIONADOS Y PEQUEÑOS ACCIONISTAS UNIDAD HERCULANA,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
781,ETid-1261,SPAIN,2022-07-05,600,Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
782,ETid-1260,SPAIN,2022-07-06,"56,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
783,ETid-1259,NORWAY,2022-03-04,"195,000",Norwegian Parliament,"Art. 5 (1) f) GDPR, Art. 32 (1) b), d) GDPR",Insufficient technical and organisational measures to ensure information security
784,ETid-1258,ITALY,2022-05-26,"100,000",Intesa Sanpaolo S.p.A,"Art. 5 (1) a), f) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
785,ETid-1257,ITALY,2022-05-26,"46,000",Azienda Sanitaria Locale Roma,"Art. 5 (1) c) GDPR, Art. 6 (1) c), d) GDPR, Art. 6 (2), (3) GDPR, Art. 9 (1), (2), (4) GDPR, Art. 2-ter (1), (2) Codice della privacy, Art. 2-septies (8) Codice della privacy",Insufficient legal basis for data processing
786,ETid-1256,GREECE,2022-06-20,"2,000",WIND Ελλάς Τηλεπικοινωνίες ΑΕΒΕ,Art. 15 GDPR,Insuffcient fulfilment of data subject rights
787,ETid-1255,GREECE,2022-06-24,"2,000",Parliamentary election candidate,"Art. 12 GDPR, Art. 11 Law 3471/2006",Insuffcient fulfilment of data subject rights
788,ETid-1254,FINLAND,2022-05-09,"85,000",Otavamedia Oy,"Art. 5 (1) c) GDPR, Art. 12 (1), (2), (3), (4), (6) GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 25 GDPR",Insuffcient fulfilment of data subject rights
789,ETid-1253,SPAIN,2022-05-24,"42,000",Alquiler Seguro SA,Art. 6 (1) GDPR,Insufficient legal basis for data processing
790,ETid-1252,SPAIN,2022-07-01,500,Private Individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
791,ETid-1251,GREECE,2022-06-29,"3,000",Pediatric psychologist,Art. 31 GDPR,Insufficient cooperation with supervisory authority
792,ETid-1250,UNITED KINGDOM,2022-06-09,"91,000",Tavistock & Portman NHS Foundation Trust,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
793,ETid-1249,SPAIN,2022-06-28,"3,000","FLY FUT, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
794,ETid-1248,ROMANIA,2022-06-30,"2,000",Continental Automotive Romania SRL,"Art. 24 GDPR, Art. 32 (1) d) GDPR",Insufficient technical and organisational measures to ensure information security
795,ETid-1247,SPAIN,2022-06-23,"30,000","RADIO TELEVISION MADRID, S.A.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
796,ETid-1246,SPAIN,2022-06-23,"30,000",CORPORACIÓN DE RADIO Y TELEVISIÓN ESPAÑOLA S.A.,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
797,ETid-1245,SPAIN,2022-06-28,"1,000",Company,Art. 13 GDPR,Insufficient fulfilment of information obligations
798,ETid-1244,HUNGARY,2022-02-08,"634,000",Budapest Bank Zrt.,"Art. 5 (1) a), b) GDPR, Art. 6 (1), (4) GDPR, Art. 12 (1) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 21 (1), (2) GDPR, Art. 24 (1) GDPR, Art. 25 (1), (2) GDPR",Insufficient legal basis for data processing
799,ETid-1243,POLAND,2022-05-31,"2,100",Stołeczny Ośrodek dla Osób Nietrzeźwych,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
